Format:             MT2DData_1.0
#Description:      Data file generated by MATLAB at 29-Sep-2022 23:37:27
#Comments:         COPROD2 field data
Receiver Location (m):    20
#     Y     Z
        0.00         0.00
    12600.00         0.00
    20500.00         0.00
    28900.00         0.00
    39100.00         0.00
    48600.00         0.00
    57800.00         0.00
    67700.00         0.00
    78500.00         0.00
    87600.00         0.00
    98900.00         0.00
   107600.00         0.00
   118400.00         0.00
   136300.00         0.00
   155300.00         0.00
   168000.00         0.00
   177700.00         0.00
   193000.00         0.00
   209700.00         0.00
   230800.00         0.00
Frequencies (Hz):    12
    1.09866e-03
    2.92997e-03
    8.78735e-03
    2.34357e-02
    7.03235e-02
    1.87512e-01
    5.62430e-01
    1.49992e+00
    4.50045e+00
    1.20005e+01
    3.59971e+01
    9.59693e+01
DataType:  Impedance
DataComp:     2
ZXY
ZYX
Data Block:     470
# FreqNo.  RxNo.   DataType    RealValue     ImagValue      Error
    2     19        1    7.085288e-04    4.358898e-04    2.079683e-05
    2     19        2   -8.334364e-04   -4.468847e-04    2.364215e-05
    2     20        1    5.974830e-04    3.533505e-04    1.735372e-05
    2     20        2   -8.933067e-04   -3.995955e-04    2.808653e-05
    3      1        1    9.717536e-04    3.194964e-04    2.557322e-05
    3      1        2   -1.094253e-03   -2.993538e-04    2.836153e-05
    3      2        1    1.012289e-03    4.089913e-04    2.729472e-05
    3      2        2   -1.140240e-03   -2.991363e-04    2.947064e-05
    3      3        1    9.605028e-04    3.802899e-04    2.582617e-05
    3      3        2   -1.001141e-03   -3.252906e-04    2.631656e-05
    3      4        1    9.595701e-04    3.915933e-04    2.590994e-05
    3      4        2   -1.033285e-03   -2.923903e-04    2.684645e-05
    3      5        1    9.571309e-04    4.261421e-04    2.619275e-05
    3      5        2   -1.141189e-03   -2.760829e-04    2.935276e-05
    3      6        1    9.164235e-04    4.195714e-04    2.519762e-05
    3      6        2   -9.472896e-04   -2.538255e-04    2.451766e-05
    3      7        1    8.181075e-04    3.832296e-04    2.258546e-05
    3      7        2   -9.661923e-04   -2.480759e-04    2.493829e-05
    3      8        1    7.340791e-04    4.204111e-04    2.114855e-05
    3      8        2   -9.946479e-04   -2.223303e-04    2.547983e-05
    3      9        1    7.097808e-04    4.417995e-04    2.090119e-05
    3      9        2   -9.974095e-04   -2.192946e-04    2.553081e-05
    3     10        1    6.818111e-04    4.881288e-04    2.096330e-05
    3     10        2   -1.072686e-03   -2.654629e-04    2.762615e-05
    3     11        1    6.314361e-04    5.242283e-04    2.051717e-05
    3     11        2   -1.023446e-03   -2.287675e-04    2.621756e-05
    3     12        1    6.316269e-04    5.452057e-04    2.085968e-05
    3     12        2   -1.069986e-03   -3.047935e-04    2.781377e-05
    3     13        1    5.678696e-04    5.149127e-04    1.916395e-05
    3     13        2   -1.053098e-03   -2.940304e-04    2.733439e-05
    3     14        1    5.931251e-04    5.155957e-04    1.964746e-05
    3     14        2   -1.012755e-03   -2.846726e-04    2.630009e-05
    3     15        1    6.626770e-04    4.436236e-04    1.993650e-05
    3     15        2   -9.619732e-04   -2.559612e-04    2.488610e-05
    3     16        1    7.233833e-04    4.009779e-04    2.067708e-05
    3     16        2   -1.077554e-03   -3.008585e-04    2.796915e-05
    3     17        1    9.285392e-04    4.895632e-04    2.624235e-05
    3     17        2   -1.117178e-03   -3.161295e-04    2.902611e-05
    3     18        1    9.502068e-04    4.310329e-04    2.608498e-05
    3     18        2   -1.082384e-03   -3.042443e-04    2.810827e-05
    3     19        1    9.983599e-04    4.465879e-04    2.734231e-05
    3     19        2   -1.044204e-03   -2.915470e-04    2.710351e-05
    3     20        1    9.114078e-04    4.327682e-04    2.522341e-05
    3     20        2   -1.100579e-03   -2.764464e-04    2.836917e-05
    4      1        1    1.107448e-03    3.878227e-04    2.933479e-05
    4      1        2   -1.202370e-03   -3.584422e-04    3.136652e-05
    4      2        1    1.189553e-03    4.212430e-04    3.154840e-05
    4      2        2   -1.238432e-03   -3.248965e-04    3.200851e-05
    4      3        1    1.143919e-03    4.050832e-04    3.033814e-05
    4      3        2   -1.100716e-03   -3.156253e-04    2.862685e-05
    4      4        1    1.138402e-03    4.076069e-04    3.022936e-05
    4      4        2   -1.124213e-03   -3.308739e-04    2.929733e-05
    4      5        1    1.116628e-03    4.086278e-04    2.972619e-05
    4      5        2   -1.190306e-03   -3.100515e-04    3.075061e-05
    4      6        1    1.106964e-03    4.182869e-04    2.958393e-05
    4      6        2   -1.040230e-03   -2.845749e-04    2.696133e-05
    4      7        1    1.006614e-03    3.843887e-04    2.693774e-05
    4      7        2   -1.059922e-03   -2.662342e-04    2.732119e-05
    4      8        1    9.687485e-04    4.333422e-04    2.653134e-05
    4      8        2   -1.061152e-03   -2.665432e-04    2.735290e-05
    4      9        1    9.938970e-04    4.698129e-04    2.748358e-05
    4      9        2   -1.075817e-03   -2.543123e-04    2.763666e-05
    4     10        1    1.003522e-03    5.091158e-04    2.813201e-05
    4     10        2   -1.149957e-03   -2.824567e-04    2.960346e-05
    4     11        1    1.048264e-03    5.882579e-04    3.005104e-05
    4     11        2   -1.136214e-03   -3.087024e-04    2.943509e-05
    4     12        1    1.018846e-03    6.194678e-04    2.980968e-05
    4     12        2   -1.169252e-03   -3.023891e-04    3.019301e-05
    4     13        1    9.325513e-04    6.219343e-04    2.802292e-05
    4     13        2   -1.135112e-03   -3.147943e-04    2.944883e-05
    4     14        1    1.006041e-03    6.409190e-04    2.982130e-05
    4     14        2   -1.111223e-03   -3.186381e-04    2.890011e-05
    4     15        1    9.573392e-04    5.594239e-04    2.772018e-05
    4     15        2   -1.029563e-03   -2.952225e-04    2.677635e-05
    4     16        1    1.016048e-03    5.199378e-04    2.853384e-05
    4     16        2   -1.194223e-03   -3.356809e-04    3.101261e-05
    4     17        1    1.213965e-03    5.028410e-04    3.284967e-05
    4     17        2   -1.153329e-03   -3.090337e-04    2.985036e-05
    4     18        1    1.171618e-03    4.125917e-04    3.105358e-05
    4     18        2   -1.163381e-03   -3.008709e-04    3.004142e-05
    4     19        1    1.240211e-03    4.246190e-04    3.277217e-05
    4     19        2   -1.104818e-03   -2.919055e-04    2.856825e-05
    4     20        1    1.147337e-03    4.381255e-04    3.070359e-05
    4     20        2   -1.179790e-03   -3.205417e-04    3.056398e-05
    5      1        1    1.280044e-03    6.465965e-04    3.585212e-05
    5      1        2   -1.352224e-03   -6.334279e-04    3.733078e-05
    5      2        1    1.356064e-03    6.613965e-04    3.771899e-05
    5      2        2   -1.350565e-03   -6.098038e-04    3.704632e-05
    5      3        1    1.364167e-03    6.332251e-04    3.759925e-05
    5      3        2   -1.320163e-03   -6.496006e-04    8.695638e-05
    5      4        1    1.310225e-03    6.589746e-04    3.666518e-05
    5      4        2   -1.291352e-03   -6.438443e-04    3.607393e-05
    5      5        1    1.301508e-03    7.155099e-04    3.713048e-05
    5      5        2   -1.284636e-03   -6.237852e-04    3.570186e-05
    5      6        1    1.226102e-03    7.078902e-04    3.539451e-05
    5      6        2   -1.141407e-03   -6.094549e-04    3.234817e-05
    5      7        1    1.165597e-03    6.355041e-04    3.318962e-05
    5      7        2   -1.159580e-03   -5.959431e-04    3.259384e-05
    5      8        1    1.171708e-03    6.737619e-04    3.379030e-05
    5      8        2   -1.149836e-03   -5.858707e-04    3.226228e-05
    5      9        1    1.193778e-03    7.003852e-04    3.460170e-05
    5      9        2   -1.125413e-03   -5.759033e-04    3.160518e-05
    5     10        1    1.237516e-03    7.173628e-04    3.576009e-05
    5     10        2   -1.278506e-03   -6.318771e-04    3.565325e-05
    5     11        1    1.266525e-03    7.224131e-04    3.645174e-05
    5     11        2   -1.275761e-03   -5.813977e-04    3.504988e-05
    5     12        1    1.300472e-03    7.208633e-04    3.717251e-05
    5     12        2   -1.323700e-03   -6.172513e-04    3.651353e-05
    5     13        1    1.298088e-03    7.646322e-04    3.766376e-05
    5     13        2   -1.287043e-03   -6.111325e-04    3.561918e-05
    5     14        1    1.338609e-03    7.604359e-04    3.848813e-05
    5     14        2   -1.224186e-03   -6.076911e-04    3.416796e-05
    5     15        1    1.327177e-03    7.176024e-04    3.771896e-05
    5     15        2   -1.211019e-03   -5.595693e-04    3.335120e-05
    5     16        1    1.301329e-03    7.243108e-04    3.723308e-05
    5     16        2   -1.352342e-03   -6.162977e-04    3.715383e-05
    5     17        1    1.492180e-03    7.213475e-04    4.143476e-05
    5     17        2   -1.310394e-03   -5.944214e-04    3.597282e-05
    5     18        1    1.342040e-03    6.487673e-04    3.726569e-05
    5     18        2   -1.310670e-03   -5.862911e-04    3.589561e-05
    5     19        1    1.453996e-03    6.718408e-04    4.004275e-05
    5     19        2   -1.245252e-03   -5.518193e-04    3.405103e-05
    5     20        1    1.328013e-03    6.024134e-04    3.645648e-05
    5     20        2   -1.342225e-03   -5.891952e-04    3.664627e-05
    6      1        1    1.461394e-03    1.325112e-03    4.931782e-05
    6      1        2   -1.502373e-03   -1.287690e-03    4.946760e-05
    6      2        1    1.485244e-03    1.332633e-03    4.988650e-05
    6      2        2   -1.495524e-03   -1.327789e-03    4.999759e-05
    6      3        1    1.584220e-03    1.343516e-03    1.998913e-04
    6      3        2   -1.356466e-03   -1.356466e-03    4.509137e-04
    6      4        1    1.480225e-03    1.414534e-03    1.299415e-04
    6      4        2   -1.554286e-03   -1.394580e-03    1.907546e-04
    6      5        1    1.485180e-03    1.480005e-03    5.241763e-05
    6      5        2   -1.427819e-03   -1.398224e-03    4.996059e-05
    6      6        1    1.294057e-03    1.417172e-03    4.797759e-05
    6      6        2   -1.295225e-03   -1.413490e-03    1.087577e-04
    6      7        1    1.345862e-03    1.398557e-03    5.918019e-05
    6      7        2   -1.357359e-03   -1.362106e-03    4.807387e-05
    6      8        1    1.302603e-03    1.382289e-03    4.748353e-05
    6      8        2   -1.260771e-03   -1.361509e-03    4.638999e-05
    6      9        1    1.303671e-03    1.383422e-03    4.752246e-05
    6      9        2   -1.332046e-03   -1.384201e-03    4.802578e-05
    6     10        1    1.367188e-03    1.440716e-03    5.935773e-05
    6     10        2   -1.336692e-03   -1.346057e-03    7.846881e-05
    6     11        1    1.418229e-03    1.393690e-03    4.971006e-05
    6     11        2   -1.350624e-03   -1.281695e-03    4.654922e-05
    6     12        1    1.451079e-03    1.315758e-03    4.896969e-05
    6     12        2   -1.493065e-03   -1.297902e-03    4.945828e-05
    6     13        1    1.457851e-03    1.393152e-03    5.041206e-05
    6     13        2   -1.461333e-03   -1.339065e-03    4.955168e-05
    6     14        1    1.544254e-03    1.380722e-03    5.178751e-05
    6     14        2   -1.430789e-03   -1.301918e-03    4.836158e-05
    6     15        1    1.622425e-03    1.263023e-03    8.119692e-05
    6     15        2   -1.508065e-03   -1.238739e-03    7.271542e-05
    6     16        1    1.460840e-03    1.386285e-03    1.306483e-04
    6     16        2   -1.535652e-03   -1.363416e-03    1.425925e-04
    6     17        1    1.754192e-03    1.293302e-03    2.006917e-04
    6     17        2   -1.697172e-03   -1.246697e-03    1.942166e-04
    6     18        1    1.463221e-03    1.317491e-03    4.922397e-05
    6     18        2   -1.433567e-03   -1.286266e-03    4.815077e-05
    6     19        1    1.336464e-03    1.484293e-03    3.036661e-04
    6     19        2   -2.351577e-03   -1.051911e-03    4.287578e-04
    6     20        1    1.513554e-03    1.274530e-03    5.898095e-05
    6     20        2   -1.504251e-03   -1.218119e-03    4.839025e-05
    7      1        1    2.401025e-03    2.771819e-03    9.167846e-05
    7      1        2   -2.605396e-03   -2.735933e-03    9.445045e-05
    7      2        1    2.319349e-03    2.905398e-03    9.294057e-05
    7      2        2   -2.532884e-03   -2.803197e-03    9.445044e-05
    7      3        1    2.340351e-03    3.039008e-03    9.589319e-05
    7      3        2   -2.559249e-03   -2.706330e-03    2.614278e-04
    7      4        1    2.328856e-03    3.002343e-03    9.499221e-05
    7      4        2   -2.541011e-03   -3.028259e-03    9.882779e-05
    7      5        1    2.296683e-03    3.126557e-03    9.698618e-05
    7      5        2   -2.407418e-03   -2.889472e-03    9.402365e-05
    7      6        1    2.326545e-03    3.249685e-03    9.991641e-05
    7      6        2   -2.499087e-03   -3.031634e-03    2.236244e-04
    7      7        1    2.417275e-03    2.974457e-03    9.582085e-05
    7      7        2   -2.554511e-03   -2.938629e-03    9.734305e-05
    7      8        1    2.400632e-03    2.922577e-03    9.455319e-05
    7      8        2   -2.398401e-03   -2.983009e-03    9.569048e-05
    7      9        1    2.365353e-03    3.016647e-03    9.583532e-05
    7      9        2   -2.439614e-03   -3.012673e-03    9.691465e-05
    7     10        1    2.375922e-03    3.355636e-03    1.027901e-04
    7     10        2   -2.404886e-03   -3.250016e-03    1.010757e-04
    7     11        1    2.371866e-03    3.102271e-03    9.762759e-05
    7     11        2   -2.455960e-03   -2.865417e-03    9.434761e-05
    7     12        1    2.276616e-03    3.099237e-03    9.613874e-05
    7     12        2   -2.510496e-03   -2.867717e-03    9.528377e-05
    7     13        1    2.470695e-03    3.072925e-03    9.857484e-05
    7     13        2   -2.539216e-03   -3.004758e-03    9.834946e-05
    7     14        1    2.470740e-03    3.007928e-03    9.731453e-05
    7     14        2   -2.561573e-03   -3.163279e-03    1.017595e-04
    7     15        1    2.748709e-03    3.010219e-03    1.019093e-04
    7     15        2   -2.573001e-03   -2.645876e-03    9.226657e-05
    7     16        1    2.720406e-03    2.682685e-03    5.683967e-04
    7     16        2   -3.066589e-03   -3.013528e-03    6.477911e-04
    7     17        1    2.607849e-03    3.197539e-03    1.065673e-04
    7     17        2   -2.678348e-03   -2.964187e-03    1.625874e-04
    7     18        1    2.475578e-03    2.950280e-03    9.628291e-05
    7     18        2   -2.444969e-03   -2.965985e-03    9.609545e-05
    7     20        1    2.893584e-03    2.698312e-03    2.624937e-04
    7     20        2   -2.680181e-03   -2.765731e-03    2.603667e-04
    8      1        1    4.090087e-03    4.891690e-03    1.594080e-04
    8      1        2   -4.224020e-03   -5.069825e-03    1.649725e-04
    8      2        1    4.170871e-03    5.006034e-03    2.089418e-04
    8      2        2   -4.350397e-03   -5.004560e-03    2.424237e-04
    8      3        1    4.065646e-03    4.984975e-03    1.608172e-04
    8      3        2   -4.267005e-03   -5.176291e-03    1.677076e-04
    8      4        1    4.209643e-03    5.052570e-03    1.644110e-04
    8      4        2   -4.201597e-03   -5.339276e-03    1.698552e-04
    8      5        1    4.451152e-03    5.717756e-03    5.973971e-04
    8      5        2   -4.578646e-03   -5.594010e-03    5.504444e-04
    8      6        1    4.303774e-03    5.629103e-03    1.771463e-04
    8      6        2   -4.651454e-03   -5.602702e-03    2.460030e-04
    8      7        1    4.222026e-03    4.978443e-03    2.341535e-04
    8      7        2   -4.169157e-03   -5.148480e-03    2.303993e-04
    8      8        1    4.274647e-03    4.848636e-03    1.615973e-04
    8      8        2   -4.258448e-03   -5.372827e-03    1.926020e-04
    8      9        1    4.132959e-03    5.195842e-03    3.192643e-04
    8      9        2   -4.208294e-03   -5.290550e-03    3.550430e-04
    8     10        1    4.259612e-03    5.906098e-03    2.409961e-04
    8     10        2   -4.108778e-03   -5.316138e-03    3.693543e-04
    8     11        1    4.666528e-03    5.463802e-03    4.748928e-04
    8     11        2   -4.148134e-03   -4.978745e-03    5.715041e-04
    8     12        1    4.027753e-03    5.155289e-03    3.210192e-04
    8     12        2   -4.140662e-03   -5.338109e-03    2.352811e-04
    8     13        1    4.297857e-03    5.032143e-03    2.361875e-04
    8     13        2   -4.690141e-03   -5.227249e-03    4.557991e-04
    8     14        1    4.065089e-03    5.657170e-03    5.062973e-04
    8     14        2   -5.831298e-03   -5.533693e-03    6.814349e-04
    8     15        1    3.946583e-03    5.087906e-03    3.415709e-04
    8     15        2   -4.265421e-03   -4.889543e-03    2.488075e-04
    8     17        1    4.385131e-03    5.263198e-03    3.046614e-04
    8     17        2   -4.465935e-03   -5.065611e-03    7.031857e-04
    8     18        1    4.079540e-03    4.827485e-03    2.152122e-04
    8     18        2   -4.061677e-03   -5.293280e-03    2.978725e-04
    8     19        1    4.394726e-03    5.312313e-03    1.194402e-03
    8     19        2   -4.724191e-03   -4.451852e-03    7.209270e-04
    8     20        1    4.277574e-03    4.668153e-03    1.614261e-04
    8     20        2   -4.684296e-03   -5.426809e-03    2.393628e-04
    9      1        1    7.279239e-03    9.730361e-03    3.037960e-04
    9      1        2   -7.403083e-03   -1.026463e-02    3.163939e-04
    9      2        1    7.794030e-03    1.030555e-02    3.230241e-04
    9      2        2   -7.303972e-03   -1.043115e-02    3.183521e-04
    9      3        1    7.519254e-03    1.034936e-02    3.198130e-04
    9      3        2   -7.760044e-03   -1.056402e-02    3.276972e-04
    9      4        1    7.494221e-03    1.058447e-02    3.242244e-04
    9      4        2   -7.768496e-03   -1.097184e-02    3.360904e-04
    9      5        1    8.324175e-03    1.180027e-02    3.610213e-04
    9      5        2   -7.917815e-03   -1.085804e-02    3.359583e-04
    9      6        1    7.986308e-03    1.132131e-02    3.463679e-04
    9      6        2   -8.144930e-03   -1.176277e-02    3.576859e-04
    9      7        1    7.806260e-03    9.503496e-03    3.327271e-04
    9      7        2   -7.748818e-03   -9.846991e-03    3.132565e-04
    9      8        1    7.582889e-03    9.069034e-03    2.955372e-04
    9      8        2   -7.906283e-03   -9.975249e-03    3.182127e-04
    9      9        1    7.828224e-03    9.530235e-03    3.083286e-04
    9      9        2   -7.604009e-03   -1.023881e-02    3.188398e-04
    9     10        1    7.958168e-03    1.179847e-02    3.557882e-04
    9     10        2   -7.651274e-03   -1.034010e-02    3.215779e-04
    9     11        1    7.515111e-03    1.077266e-02    3.928591e-04
    9     11        2   -7.514055e-03   -1.000778e-02    4.195639e-04
    9     12        1    7.686574e-03    1.034998e-02    3.223018e-04
    9     12        2   -7.671063e-03   -1.051965e-02    3.254884e-04
    9     13        1    8.415112e-03    1.084870e-02    6.125774e-04
    9     13        2   -7.934447e-03   -9.798225e-03    4.727516e-04
    9     14        1    7.298075e-03    1.163413e-02    6.211537e-04
    9     14        2   -1.096037e-02   -1.204529e-02    6.222318e-04
    9     15        1    7.711651e-03    1.169533e-02    6.330327e-04
    9     15        2   -7.517921e-03   -1.061794e-02    3.547355e-04
    9     16        1    9.076933e-03    1.089447e-02    8.101553e-04
    9     16        2   -8.613519e-03   -1.126602e-02    7.053325e-04
    9     17        1    8.056129e-03    1.163453e-02    3.537862e-04
    9     17        2   -7.835337e-03   -1.062759e-02    3.773623e-04
    9     18        1    7.711808e-03    1.069269e-02    3.530452e-04
    9     18        2   -7.511911e-03   -1.097087e-02    3.857334e-04
    9     19        1    7.176986e-03    1.048172e-02    8.771411e-04
    9     19        2   -6.971041e-03   -9.737048e-03    1.426940e-03
    9     20        1    7.657817e-03    9.766376e-03    3.330974e-04
    9     20        2   -7.674898e-03   -1.048642e-02    3.248741e-04
   10      1        1    1.234354e-02    1.900739e-02    5.665928e-04
   10      1        2   -1.320683e-02   -2.025923e-02    6.045954e-04
   10      2        1    1.243849e-02    1.990575e-02    5.868108e-04
   10      2        2   -1.349940e-02   -1.956849e-02    5.943271e-04
   10      3        1    1.265843e-02    2.002366e-02    5.922323e-04
   10      3        2   -1.311619e-02   -1.989176e-02    5.956701e-04
   10      4        1    1.282173e-02    1.981938e-02    5.901297e-04
   10      4        2   -1.330754e-02   -2.025878e-02    6.059645e-04
   10      5        1    1.482495e-02    2.197889e-02    6.627834e-04
   10      5        2   -1.449034e-02   -2.132190e-02    6.444926e-04
   10      6        1    1.477384e-02    2.165765e-02    6.554199e-04
   10      6        2   -1.423337e-02   -2.191747e-02    6.533397e-04
   10      7        1    1.322567e-02    1.698912e-02    5.382544e-04
   10      7        2   -1.334008e-02   -1.744809e-02    5.490864e-04
   10      8        1    1.274891e-02    1.620097e-02    5.153918e-04
   10      8        2   -1.303088e-02   -1.793546e-02    5.542364e-04
   10      9        1    1.309886e-02    1.863779e-02    5.695103e-04
   10      9        2   -1.265461e-02   -1.827558e-02    5.557292e-04
   10     10        1    1.426309e-02    2.179628e-02    6.512074e-04
   10     10        2   -1.333575e-02   -1.984569e-02    5.977530e-04
   10     11        1    1.337133e-02    2.131573e-02    8.074341e-04
   10     11        2   -1.273158e-02   -1.975555e-02    8.399080e-04
   10     12        1    1.298497e-02    1.954397e-02    5.866091e-04
   10     12        2   -1.279460e-02   -2.087889e-02    1.351503e-03
   10     13        1    1.363668e-02    2.099866e-02    6.259506e-04
   10     13        2   -1.371663e-02   -2.025937e-02    6.116515e-04
   10     14        1    1.351186e-02    2.137366e-02    6.321607e-04
   10     14        2   -1.621307e-02   -2.207141e-02    6.846580e-04
   10     15        1    1.481475e-02    2.229799e-02    9.550359e-04
   10     15        2   -1.300854e-02   -1.987913e-02    5.939287e-04
   10     16        1    1.449707e-02    2.117245e-02    6.415010e-04
   10     16        2   -1.465119e-02   -2.290943e-02    6.798436e-04
   10     17        1    1.502129e-02    2.278099e-02    6.821899e-04
   10     17        2   -1.403133e-02   -2.011344e-02    6.131011e-04
   10     18        1    1.385710e-02    2.109541e-02    6.309891e-04
   10     18        2   -1.335225e-02   -1.885807e-02    5.776619e-04
   10     19        1    1.322005e-02    2.217683e-02    1.642039e-03
   10     19        2   -1.044559e-02   -2.229894e-02    6.860419e-04
   10     20        1    1.264440e-02    1.932266e-02    5.773030e-04
   10     20        2   -1.289913e-02   -2.016981e-02    5.985446e-04
   11      1        1    2.444499e-02    3.778619e-02    1.125098e-03
   11      1        2   -2.673857e-02   -4.262492e-02    1.257934e-03
   11      2        1    2.983678e-02    4.106681e-02    1.269034e-03
   11      2        2   -2.755438e-02   -3.920592e-02    1.198006e-03
   11      3        1    2.691501e-02    4.274030e-02    1.262723e-03
   11      3        2   -2.783072e-02   -4.236822e-02    1.267284e-03
   11      4        1    2.613917e-02    3.774975e-02    1.147906e-03
   11      4        2   -2.776869e-02   -4.358812e-02    1.292049e-03
   11      5        1    3.328700e-02    4.433412e-02    1.385988e-03
   11      5        2   -3.159697e-02   -4.810178e-02    1.438782e-03
   11      6        1    3.175682e-02    4.569210e-02    1.391102e-03
   11      6        2   -3.053720e-02   -5.204940e-02    1.508654e-03
   11      7        1    2.699229e-02    3.770244e-02    1.159218e-03
   11      7        2   -2.992655e-02   -3.722111e-02    1.193998e-03
